YEAR,[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE,Tot Res Exp,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,St-Ups w Equ,Lic FTEs,Oth FTEs,Transit Score,Bike Score,AirQualityIndex,Airports,Crime Rate,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born
2013,72354,University of Central Florida,Yes,Orlando,FL,5U,126700000,17,76500000,6600000,1650000,176555,51,7,5,2,12,3,33,4,11,6,0, ,0,19,10, ,0,797883, ,124,96,0,76,20,197,71,,0,0,2,3,2,5,6,33,57,32,1,57.73,33.1,130940,139977,270917,12782,50558
2012,72354,University of Central Florida,Yes,Orlando,FL,5U,121650000,10,78410000,7850000,1400000,0,46,7,1,2,3,5,0,0,7,3,0, ,0,24,12, ,0,1009000, ,126,93,5,60,28,132,74,,,,3,5,1,5,6,33,57,32,1,57.73,33.1,130940,139977,270917,12782,50558
2011,72354,University of Central Florida,Yes,Orlando,FL,5U,109189000,11,69098000,6768000,1500000,0,45,6,2,2,7,2,0,4,10,1,0, ,0,20,7, ,0,500966, ,109,153,42,56,55,,76,,,0,1,2,1,4,4,33,57,32,1,57.73,33.1,130940,139977,270917,12782,50558
2010,72354,University of Central Florida,Yes,Orlando,FL,5U,117833479,13,63338077,22944979,1570000,0,47,7,3,3,4,6,0,4,11,2,0,236089,0,13,10,8605,0,647482,402788,96,189,50,58,81,139,85,,14,1,6,6,3,3,3,33,57,32,1,57.73,33.1,130940,139977,270917,12782,50558
2015,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,199951378,15,95731701,22309582,532317,124875,200,9,3,4,10,1,40,5,14,1,,0,0,34,20,378248,25390,384998,6750,130,63,0,61,2,117,12,,24,,1,1,0,2.6,2.8,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2014,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,208976306,14,107595512,19440726,565920,34036,215,5,0,5,7,2,15,5,10,4,0,0,0,39,14,458435,56440,483793,25358,98,25,0,25,0,75,19,,23,3,2,2,0,1.7,2.9,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2013,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,226341745,27,128697523,21455686,484634,117829,210,6,1,3,21,3,13,18,24,3,,0,0,42,16,374233,23500,420794,46561,98,49,0,49,0,101,17,,24,5,0,3,0,3.4,3.1,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2012,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,232916962,25,136110192,20597509,520821,86512,193,9,2,5,14,6,23,12,21,4,,0,0,37,15,376548,21250,453517,76969,123,48,0,48,0,86,21,,26,0,3,6,1,3.25,3.25,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2011,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,249918470,31,151576450,20802597,478129,84177,175,16,1,11,17,3,,11,27,4,,0,0,38,17,346927,38250,431104,84177,106,47,1,45,1,70,12,0,20,1,2,3,0,3.25,2.75,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2010,72356,University of Cincinnati,Yes,Cincinnati,OH,5U,240319081,31,148314963,11292301,429070,58842,160,14,0,10,14,7,48,8,22,9,,0,0,39,18,334639,6750,421760,87121,82,27,0,27,0,63,18,2,18,,5,7,0,3.1,1.9,44,36,44,1,55.03,32.7,143654,154883,298537,13699,16896
2015,72357,University of Colorado,Yes,Boulder,CO,5U,775055566,55,570365660,52831797,1519558,815047,403,22,10,14,18,23,73,21,43,12,,23304,1,191,81,1795130,61296,6311884,4493450,206,354,133,125,221,221,56,10,114,12,13,13,8,11.5,10.55,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2014,72357,University of Colorado,Yes,Boulder,CO,5U,813491504,63,582146078,47668937,1286966,551508,381,27,11,14,22,27,84,15,42,21,0,802323,1,191,64,2463305,52722,6176414,2910786,250,325,125,93,107,200,50,,113,3,7,9,5,9.5,8.65,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2013,72357,University of Colorado,Yes,Boulder,CO,5U,781620015,45,556969465,54498706,1350001,503533,160,8,3,6,21,18,65,16,24,21,,1581251,2,187,78,1721014,71535,16486254,13183989,238,371,154,119,98,217,37,5,105,1,7,8,4,9.25,9.55,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2012,72357,University of Colorado,Yes,Boulder,CO,5U,815300000,48,567589108,86063670,1166051,734732,162,18,8,9,19,20,83,15,33,15,,3243,1,88,53,1661318,588403,32825799,31161238,226,320,112,116,92,208,41,13,98,3,6,10,3,10.25,9.55,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2011,72357,University of Colorado,Yes,Boulder,CO,5U,790000000,50,536992560,75196114,1161329,677806,160,25,12,10,17,23,46,9,34,16,20,329674,0,111,70,2020805,45599,3870111,1519632,250,262,77,122,63,258,37,,91,3,8,11,4,8.7,10,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2010,72357,University of Colorado,Yes,Boulder,CO,5U,847000000,58,648000000,199000000,930394,491647,158,26,14,13,24,21,41,17,43,15,,120052,0,83,59,1446665,41447,2366000,799283,232,207,51,131,25,257,28,1,83,6,8,9,5,8.8,9.3,47,86,37,1,24.97,29,56342,51000,107342,4061,12993
2015,72358,University of Connecticut,Yes,Storrs,CT,5U,172065000,15,137980000,10073000,983503,175199,78,8,7,2,5,8,46,2,10,5,17,0,0,40,20,521010,12874,944520,423510,93,61,0,46,14,122,30,,24,5,2,2,2,5.5,3,,45,36,1,10.47,,,,,,
2014,72358,University of Connecticut,Yes,Storrs,CT,5U,179680000,22,144104000,9680000,854356,196818,85,12,2,8,8,6,21,6,18,4,28,0,0,44,19,1311154,22254,1718083,406929,59,34,0,31,3,86,21,1,34,1,5,5,1,4.5,3,,45,36,1,10.47,,,,,,
2013,72358,University of Connecticut,Yes,Storrs,CT,5U,181189000,19,148651000,8086000,995497,160169,79,6,2,9,6,4,21,4,10,9,18,109602,0,46,22,628639,21210,979921,241680,71,43,0,42,1,95,20,1,27,1,4,4,3,5,3,,45,36,1,10.47,,,,,,
2012,72358,University of Connecticut,Yes,Storrs,CT,5U,183941171,9,147521065,10402738,1214594,322210,101,6,4,0,4,5,19,1,7,2,25,35246,0,54,21,743524,22714,965252,186482,81,42,0,41,1,79,36,,26,0,5,5,5,4,3,,45,36,1,10.47,,,,,,
2011,72358,University of Connecticut,Yes,Storrs,CT,5U,162682433,7,144653842,11327089,778366,328871,95,2,1,0,6,1,18,3,5,2,20,0,0,53,25,563466,9835,757360,193894,67,29,0,27,2,52,18,1,26,0,1,,,4,3,,45,36,1,10.47,,,,,,
2010,72358,University of Connecticut,Yes,Storrs,CT,5U,157827083,12,135619822,13504330,856484,316606,101,7,4,2,6,4,10,1,8,4,13,0,0,57,16,717130,12137,898141,181011,91,33,0,33,0,57,32,0,23,0,4,6,6,4,3,,45,36,1,10.47,,,,,,
2015,72361,University of Delaware,No,Newark,DE,5U,137402359,4,93690993,8951614,552598,165560,43,4,4,0,0,4,8,0,4,0,0,0,0,16,14,24720,0,118108,93388,45,65,13,41,11,52,11,1,4,0,1,4,4,3,2,27,61,42,3,58.46,,,,,,
2014,72361,University of Delaware,No,Newark,DE,5U,137782754,11,94672674,9165917,639923,156318,49,6,0,1,7,3,12,4,10,1,0,0,0,16,13,330000,0,408287,78287,62,100,8,70,21,82,15,,13,9,3,3,0,3,2,27,61,42,3,58.46,,,,,,
2013,72361,University of Delaware,No,Newark,DE,5U,141744716,8,103417555,10669917,589142,153209,41,3,0,1,5,2,14,5,8,0,0,0,0,23,23,628796,0,759402,130606,45,58,0,58,0,75,14,1,0,0,0,2,0,2,1,27,61,42,3,58.46,,,,,,
2012,72361,University of Delaware,No,Newark,DE,5U,139984782,7,110038767,12550102, , ,33,4,1,0,5,2,15,3,7,,, ,0,19,19, , , , ,41,,,,,,,,,,0,2,,2,1,27,61,42,3,58.46,,,,,,
2011,72361,University of Delaware,No,Newark,DE,5U,134363000,3,103829000,11241628, , ,29,1,1,1,1,1,4,2,3,0,0,0,0,15,15,0, ,301199,301199,50,,,,,,,1,,,1,1,,2,1,27,61,42,3,58.46,,,,,,
2010,72361,University of Delaware,No,Newark,DE,5U,121199743,3,105454000,10816804, , ,37,1,0,1,2,0,6,2,3,0,,0,0,13,10,53000, ,350000,297000,56,44,0,44,0,38,15,1,,,1,1,,2,1,27,61,42,3,58.46,,,,,,
2015,72371,University of Hawaii,Yes,Honolulu,HI,5U,400510000,3,280357000,76096900,235022,17737,67,2,0,1,1,1,5,1,3,0,0,0,0,18,8,164620,0,265974,101354,58,49,0,42,3,51,7,,15,0,3,3,1,5,0.5,56,51,20,1,25.47,,,,,,
2014,72371,University of Hawaii,Yes,Honolulu,HI,5U,262596200,5,199914638,6844140,205115,388,58,3,1,1,3,1,3,1,4,1,0,0,0,14,7,40738,0,117628,76890,38,38,0,38,0,48,11,,,,,,,5,0.5,56,51,20,1,25.47,,,,,,
2013,72371,University of Hawaii,Yes,Honolulu,HI,5U,222207539,1,181136711,5556898,143717,1643,57,,1,0,0,1,1,0,1,0,0,0,0,20,11,229247,0,294912,65665,34,,,,,68,6,,,,,,,3,0.5,56,51,20,1,25.47,,,,,,
2012,72371,University of Hawaii,Yes,Honolulu,HI,5U,256980266,10,208490137,14960290,221147,5672,52,7,1,0,8,2,8,0,7,3,0,0,0,15,11,64341,0,171711,107370,51,48,1,47,0,62,,1,6,2,2,2,1,3,0.5,56,51,20,1,25.47,,,,,,
2011,72371,University of Hawaii,Yes,Honolulu,HI,5U,286313039,7,253974090,23931056,208541,18832,46,5,2,0,5,2,14,0,5,2,,0,0,24,12,122143, ,282858,160715,42,54,0,54,0,64,0,2,,,2,2,,3,0.5,56,51,20,1,25.47,,,,,,
2010,72371,University of Hawaii,Yes,Honolulu,HI,5U,255734059,6,200150905,20643310,309884,109793,44,5,0,3,1,2,9,0,5,1,0,0,0,21,11,74978,0,107702,32724,53,54,0,54,0,64,7,,4,1,1,1,0,3.5,0.5,56,51,20,1,25.47,,,,,,
2015,72372,University of Houston,No,Houston,TX,5U,150628000,8,58458000,9604000,2097098,10067,50,7,5,0,2,6,11,1,8,0,0,0,2,17,11,165257,8752,21986096,21820839,85,68,0,68,0,113,29,,24,1,6,6,0,6,2,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2014,72372,University of Houston,No,Houston,TX,5U,140597000,2,58954000,11700000,1883967,35276,62,0,0,0,2,0,4,0,0,2,0,0,2,17,11,78734,0,21449015,21370281,60,47,0,47,0,101,20,0,18,1,8,8,8,5,0,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2013,72372,University of Houston,No,Houston,TX,5U,130844000,5,61038000,10049000,955877,44846,62,3,0,0,2,3,11,2,5,0,0,0,2,18,12,81485,0,16633212,16551727,55,47,0,47,0,82,20,0,18,1,2,3,0,4,2,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2012,72372,University of Houston,No,Houston,TX,5U,116288000,8,55812000,8822000,1091122,27496,58,6,1,1,6,1,8,2,8,0,1,114143,2,20,17,0,5232,12516955,12402812,49,62,23,39,0,68,18,1,15,0,1,1,1,4,2,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2011,72372,University of Houston,No,Houston,TX,5U,113709000,7,59580000,6957000,806472,44737,47,4,1,0,5,2,11,2,6,1,0,0,2,24,13,361912,25700,8861112,8499200,47,62,32,30,0,55,20,1,15,0,0,1,1,4,1,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2010,72372,University of Houston,No,Houston,TX,5U,119811000,9,52920000,6364000,571038,69362,41,4,0,4,4,1,15,2,6,3,,0,2,17,10,183335,0,4351111,4167776,46,33,8,25,0,42,13,1,14,0,1,1,0,4,1,36,49,44,3,58.01,32.6,1149686,1148942,2298628,71898,696210
2015,72373,University of Idaho,No,Moscow,ID,5U,97492825,10,56544247,2068669,291520,123709,35,4,1,2,8,0,13,4,8,2,0,0,0,27,24,0,270292,418460,418460,17,2,0,1,1,3,5,0,2,0,0,0,1,2,1,,58,36,1,24.14,,,,,,
2014,72373,University of Idaho,No,Moscow,ID,5U,95593851,7,56985609,2347915,376351,129700,38,3,0,0,5,2,17,2,5,2,0,0,0,18,10,0,162582,1416451,1416451,17,16,1,5,10,15,11,0,2,0,1,2,1,2,1,,58,36,1,24.14,,,,,,
2013,72373,University of Idaho,No,Moscow,ID,5U,95890993,8,59405217,2713709,522890,306385,43,1,0,0,7,1,2,6,7,1,0,0,0,25,6,0,67662,430688,430688,16,18,2,7,9,16,4,0,3,0,1,1,0,1,1,,58,36,1,24.14,,,,,,
2012,72373,University of Idaho,No,Moscow,ID,5U,93226924,6,62271059,2430783,315204,93620,44,5,0,0,6,0,6,1,6,0,0,0,0,20,8,0,51207,651210,651210,28,37,10,17,10,27,1,0,3,0,0,0,0,2,1,,58,36,1,24.14,,,,,,
2011,72373,University of Idaho,No,Moscow,ID,5U,96228831,8,59465509,2111476,152133,43455,50,7,0,1,7,0,8,1,8,0,0,0,0,17,8,0,54853,289990,289990,28,10,3,4,3,25,6,,3,1,0,0,0,2,1,,58,36,1,24.14,,,,,,
2010,72373,University of Idaho,No,Moscow,ID,5U,87207381,13,53089712,1185215,191978,57493,44,3,0,3,9,1,12,8,11,2,0,0,0,13,11,0,0,204051,204051,21,17,3,8,6,14,8,1,4,0,0,1,0,2,1.5,,58,36,1,24.14,,,,,,
2015,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U,265722936,3,215931915,12991634,1295502,174155,108,2,0,0,0,3,3,0,2,1,0,0,0,34,34,0,0,1047630,1047630,59,9,0,0,9,9,31,,78,3,3,3,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2014,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U,231159000,11,142312000,13714000,1204839,185942,124,10,0,4,1,6,12,1,11,0,0,0,1,25,25,0,0,3317185,3317185,84,23,0,0,23,23,30,0,78,2,5,6,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2013,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U,239715000,9,150468000,14318000,2896579,91000,120,8,0,5,1,3,9,1,9,0,0,0,1,0,25,0,0,4800000,4800000,58,17,0,0,17,17,30,,74,1,3,3,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2012,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U,234904000,9,159678000,13995000,948609,131311,114,6,0,2,1,6,9,3,9,0,0,0,0,24,24,0,0,1628264,1628264,83,12,0,0,12,12,29,,72,1,6,6,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2011,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U,252048000,8,179161000,13993000,1100315,115790,107,7,0,0,1,7,11,1,8,0,0,0,0,25,25,0,0,1544664,1544664,59,22,0,0,22,22,26,,67,2,5,7,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2010,72379,University of Kentucky Research Foundation,Yes,Lexington,KY,5U, ,9, , ,1369018,0,153,8,0,1,2,6,9,0,8,1,0,0,0,26,26,0,0,2161743,2161743,57,28,0,0,28,28,28,,67,0,5,6,0,2,1,27,46,46,1,37.88,34.4,154032,160456,314488,16661,28613
2015,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1299244971,164,734623556,91388631,6971334,4136537,387,34,15,50,89,25,180,105,139,25,0,45896,1,333,228,71288641,1168588,78779947,7445410,422,183,2,159,22,427,159,27,154,2,10,19,9,11,19,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2014,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1308616358,148,745320784,81353689,7279462,4782943,408,39,8,31,76,41,214,84,123,25,0,1733414,4,321,146,10623949,2132136,18465087,6107724,421,190,1,170,19,296,132,2,137,0,10,14,8,10,19.5,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2013,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1328721165,108,817706572,77612360,7051910,4886997,414,30,3,34,50,24,145,56,86,22,0,1072844,2,285,218,1431142,2676755,14464565,11960579,412,148,1,130,17,307,128,1,123,0,8,9,3,9,17.5,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2012,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1274024899,123,795050477,65370799,7002774,4800608,400,30,8,34,49,40,136,67,97,26,0,435818,4,285,206,1314448,2385736,13909993,12159727,368,145,0,122,23,329,101,1,111,1,9,11,8,9,17.5,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2011,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1236510624,101,824752621,62327219,6073943,3562368,395,27,8,34,57,10,147,48,75,26,0,919988,3,259,196,1246718,1979943,15608697,13441991,322,122,3,111,8,315,87,8,101,0,8,11,9,9,17.5,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2010,72389,University of Michigan,Yes,Ann Arbor,MI,5U,1139493986,97,750937613,57590910,5731315,4040148,396,38,8,23,49,25,154,34,72,25,0,2282615,6,259,185,21216164,1851208,39822113,16323334,290,153,0,130,23,307,82,6,93,0,8,10,9,9,17,49,71,41,1,27.85,28.1,58789,58281,117070,3614,20717
2015,72390,University of Minnesota,Yes,Minneapolis,MN,5U,910195000,268,486400000,26155000,4239806,1710889,754,77,9,184,68,16,373,182,259,9,,0,3,544,306,2387670,1852227,18526963,16139293,354,146,2,130,11,282,50,11,74,2,12,16,9,19,13,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2014,72390,University of Minnesota,Yes,Minneapolis,MN,5U,900897000,154,495989000,28774000,3405208,1287878,716,52,10,96,43,15,245,95,147,7,,1266,4,371,258,9228179,2787003,26074625,16845180,343,138,2,126,10,257,65,11,60,4,13,15,10,18,14,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2013,72390,University of Minnesota,Yes,Minneapolis,MN,5U,882022000,91,502370000,29301000,3536450,1442324,664,47,10,40,37,14,108,42,89,2,,99000,2,331,232,2433357,1330373,38030470,35498113,331,148,0,140,8,226,64,16,49,2,12,14,10,18,14,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2012,72390,University of Minnesota,Yes,Minneapolis,MN,5U,849749000,75,493714000,30329000,3657920,959352,645,17,7,20,43,12,75,54,71,4,,0,2,426,282,3389843,2015981,45651548,42261705,321,117,2,112,3,161,59,11,,,5,12,7,18,13,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2011,72390,University of Minnesota,Yes,Minneapolis,MN,5U,808281000,113,433089000,29395000,2785824,1031620,830,15,3,25,79,9,112,94,109,4,,0,1,339,225,2926932,1158071,10078505,7151573,250,89,0,87,2,174,41,6,28,4,6,9,3,17,14.35,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2010,72390,University of Minnesota,Yes,Minneapolis,MN,5U,653616819,73,444770142,35449845,2614776,476618,905,29,4,31,34,8,69,40,69,4,0,0,2,335,286,1711811,951144,83905660,82193849,255,80,1,74,5,114,46,,17,1,7,8,4,16,15,55,83,41,1,54.24,32.4,206547,204388,410935,15217,70769
2015,72392,University of Missouri all campuses,Yes,,MO,5U,321181916,74,140343562,11498249,2016039,731049,302,20,0,48,21,5,74,4,24,50,,0,2,95,42,460642,0,7951548,7490906,151,75,0,74,1,130,36,10,37,1,5,5,0,18.5,10.5,,,,,,,,,,,
2014,72392,University of Missouri all campuses,Yes,,MO,5U,324114939,67,148343083,11901093,2260630,958330,309,27,0,22,40,5,67,8,35,32,,0,2,78,38,434001,0,10810846,10376845,175,84,0,81,3,157,52,3,32,2,4,5,0,17,9.75,,,,,,,,,,,
2013,72392,University of Missouri all campuses,Yes,,MO,5U,314089051,48,165248087,11750429,2295342,1123418,269,17,0,14,29,5,48,2,19,29,,0,2,69,31,158600,12500,7749153,7590553,144,90,0,85,5,169,37,3,29,4,3,5,0,16,11,,,,,,,,,,,
2012,72392,University of Missouri all campuses,Yes,,MO,5U,326979860,68,165248087,11750429,1916295,1032556,283,21,0,31,28,9,42,0,21,47,,0,2,91,39,267850,5000,6757538,6489688,163,74,0,73,1,136,33,3,29,3,6,9,0,16,11,,,,,,,,,,,
2011,72392,University of Missouri all campuses,Yes,,MO,5U,323768602,110,173508377,10500919,2047695,1317550,232,61,1,4,101,5,110,5,66,44,0,0,2,73,28,415210,0,7760779,7345569,157,59,0,59,0,113,33,1,23,0,4,5,1,16,10,,,,,,,,,,,
2010,72392,University of Missouri all campuses,Yes,,MO,5U,325552703,54,168745810,11275853,2114420,1068327,135,31,1,7,40,7,54,4,35,19,,0,2,53,22,632407,333,10098770,9466363,131,59,0,49,10,119,35,2,18,2,6,7,1,10.55,6.2,,,,,,,,,,,
2015,72399,University of New Hampshire,No,Durham,NH,5U,104471295,133,64148186,9462144,225563,81371,263,4,0,93,40,0,16,,133,0,0,0,0,130,,572108,0,732714,160606,48,5,0,5,0,8,4,,,,,,,3,4,,59,30,3,12.53,,,,,,
2014,72399,University of New Hampshire,No,Durham,NH,5U,108169151,29,67446188,11176136,190198,25985,117,5,0,19,9,1,16,23,28,1,0,0,0,75,48,375324,0,537699,162376,67,4,0,4,0,9,6,11,8,0,0,0,0,3,5,,59,30,3,12.53,,,,,,
2013,72399,University of New Hampshire,No,Durham,NH,5U,123934805,44,77830317,12747998,165830,33649,151,12,2,25,16,3,33,32,44,0,2,0,0,79,49,147258,0,395237,247979,44,9,3,3,3,9,5,6,5,0,3,3,2,3,3,,59,30,3,12.53,,,,,,
2012,72399,University of New Hampshire,No,Durham,NH,5U,138408165,10,81483374,11223802,160211,24937,162,1,0,4,6,0,17,8,9,1,7, ,0,17,15, ,0,347942, ,36,19,,,,12,0,5,5,0,0,0,0,3,3,,59,30,3,12.53,,,,,,
2011,72399,University of New Hampshire,No,Durham,NH,5U,125020503,8,102200443,10311341,114228,41688,142,1,0,,,0,7,5,6,2,0,0,0,11,34,88750,0,397832,309082,19,11,5,2,4,6,7,2,5,0,0,0,0,2,1.5,,59,30,3,12.53,,,,,,
2010,72399,University of New Hampshire,No,Durham,NH,5U,120670043,12,69422018, ,159113,73374,100,3,0,4,7,1,7,9,12,0,0,0,0,44,32,73250,0,296671,223421,11,7,2,2,3,9,4,4,5,0,1,1,0,1.5,0.5,,59,30,3,12.53,,,,,,
2015,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,732305668,68,593890145,29368257,3373817,2603353,591,39,22,10,32,26,65,23,62,6,0,0,1,112,54,2542494,71182,2951592,409098,136,82,0,79,3,181,48,10,78,4,7,9,9,8,8,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2014,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,763247906,43,620330025,33898929,3314580,3523875,498,23,19,11,10,22,43,16,39,4,0,4127652,1,82,31,3354138,81156,7649478,167688,156,82,0,80,2,151,36,0,79,2,8,10,10,6,7,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2013,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,777976677,56,641677001,28691228,2877149,2698136,699,41,14,16,1,39,55,8,49,7,0,0,0,102,56,3411792,89336,3783545,371753,138,72,0,69,3,153,25,,70,0,10,14,8,6,7,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2012,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,785917563,61,577992741,36883343,3797976,1647177,557,52,45,7,9,45,57,9,61,0,0,0,1,92,51,2104743,8901,2414238,309495,160,73,0,71,2,168,31,2,57,2,8,9,9,6,7,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2011,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,762649004,45,554128682,28316080,3097662,2063017,570,24,13,14,23,8,45,17,41,4,0,0,0,70,32,1213217,1419,1482520,269303,142,65,0,63,2,124,33,1,48,1,7,7,0,6,7,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2010,72401,University of North Carolina Chapel Hill,Yes,Chapel Hill,NC,5U,737591959,39,541497866,33801475,2955491,1955913,550,17,5,15,16,8,34,21,38,1,0,0,0,98,52,2156331,80780,2597841,441510,125,64,0,64,0,125,27,3,42,0,4,5,1,6,6,37,50,37,1,22.75,33.2,121153,136445,257598,12528,38642
2015,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,39235790,2,21295812,2376447,55746,13444,27,1,1,0,2,0,1,0,1,1,0,0,0,12,10,0,0,6983,6983,20,3,0,3,0,7,2,,0,0,0,0,0,1.25,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2014,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,39186122,1,21938656,2981347,108988,17513,30,1,0,0,1,0,1,0,1,0,1,0,0,15,12,37430,0,58922,21492,21,3,0,3,0,10,3,0,0,0,0,0,0,1.25,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2013,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,40836415,7,24165927,3053153,88325,19781,29,0,0,5,1,1,4,6,6,1,0,0,0,19,12,81500,0,101907,20407,17,6,0,6,0,8,1,,0,0,0,0,0,1,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2012,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,41954584,4,26627227,2292197,88823,32846,30,1,0,0,1,3,4,1,2,2,1,0,0,15,10,30472,0,56761,26289,21,8,0,8,0,11,4,0,0,0,1,2,0,1,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2011,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,41549340,6,26236587,2285263,72084,19768,28,1,0,2,3,1,6,2,3,3,0,0,0,17,11,53070,0,78475,25405,20,4,0,4,0,10,1,1,0,0,1,1,0,1,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2010,72404,University of North Texas Health Science Center,Yes,Fort Worth,TX,5U,39854878,4,25935868,1932910,112482,36404,25,2,0,0,3,1,5,0,2,2,0,0,0,15,,30000,0,51608,21608,28,8,0,8,0,13,2,,0,1,0,0,0,1.5,1,22,39,45,3,46.3,32.6,414126,422843,836969,39182,143404
2015,72406,University of Northern Iowa,No,Cedar Falls,IA,5U,38900000,3,14000000,1075000,32200,0,9,2,0,2,1,0,4,0,2,1,270, ,0,8,8, ,0, , ,11,3,1,1,2,3,2,2,2,0,1,1,0,0.5,0.25,20,56,40,1,18.26,37.2,34488,33969,68457,4800,5082
2014,72406,University of Northern Iowa,No,Cedar Falls,IA,5U,40800000,3,13500000,1208000,28800,0,9,2,0,2,1,0,4,0,2,1,310,0,0,7,7,0,0,40500,40500,9,3,0,3,0,3,2,2,2,0,1,1,0,0.5,0.5,20,56,40,1,18.26,37.2,34488,33969,68457,4800,5082
